pathway	collection	comparison	method	source	rank_metric	ES	NES	pvalue	padj	FWER	size	output_label	report_side	source_file	rank_at_max	leading_edge	core_enrichment	direction	significant_fdr_0_25	significant_fdr_0_05
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.35505483	-1.370013	0.064	0.25367716	1	47	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2680	tags=28%, list=15%, signal=32%		negative	FALSE	FALSE
GOBP_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.37770888	-1.3704723	0.083333336	0.25378206	1	35	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2977	tags=37%, list=16%, signal=44%		negative	FALSE	FALSE
GOBP_NEGATIVE_REGULATION_OF_DNA_METABOLIC_PROCESS	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.31020015	-1.3700774	0.039583333	0.2540124	1	99	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2781	tags=26%, list=15%, signal=31%		negative	FALSE	FALSE
GOBP_PROTEIN_IMPORT_INTO_MITOCHONDRIAL_MATRIX	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.4461008	-1.3705418	0.0989899	0.25408533	1	19	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2739	tags=26%, list=15%, signal=31%		negative	FALSE	FALSE
GOBP_PROTEIN_DEGLYCOSYLATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.55937696	1.6380608	0.015473888	0.25419015	1	15	GSEA_ERpositive_vs_ERnegative_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	6073	tags=73%, list=33%, signal=110%		positive	FALSE	FALSE
GOBP_PHOTORECEPTOR_CELL_DEVELOPMENT	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.430944	1.682322	0.004210526	0.25426477	1	50	GSEA_ERpositive_vs_ERnegative_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	1590	tags=26%, list=9%, signal=28%		positive	FALSE	FALSE
GOBP_ESTABLISHMENT_OF_TISSUE_POLARITY	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.48394305	1.6358812	0.020661157	0.25464106	1	28	GSEA_ERpositive_vs_ERnegative_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	1781	tags=25%, list=10%, signal=28%		positive	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.3868697	-1.3690834	0.06477733	0.2547162	1	32	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2048	tags=25%, list=11%, signal=28%		negative	FALSE	FALSE
GOBP_OOCYTE_MATURATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.39770827	-1.3683987	0.06876228	0.25538167	1	29	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	5600	tags=48%, list=31%, signal=70%		negative	FALSE	FALSE
GOBP_RESPONSE_TO_POTASSIUM_ION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.5713126	1.6620454	0.012269938	0.2553926	1	16	GSEA_ERpositive_vs_ERnegative_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	4037	tags=63%, list=22%, signal=80%		positive	FALSE	FALSE
GOBP_EXOCYTIC_PROCESS	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.38343793	1.6677264	0.0018939395	0.2557166	1	90	GSEA_ERpositive_vs_ERnegative_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	3943	tags=36%, list=22%, signal=45%		positive	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_CHEMOTAXIS	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.4296578	-1.366264	0.10412574	0.2557632	1	19	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	5346	tags=53%, list=29%, signal=75%		negative	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.37150216	-1.3663682	0.054054055	0.25602987	1	39	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	3206	tags=31%, list=18%, signal=37%		negative	FALSE	FALSE
GOBP_REGULATION_OF_CELL_SHAPE	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.29119048	-1.3665973	0.023404256	0.2561315	1	126	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	5757	tags=42%, list=32%, signal=61%		negative	FALSE	FALSE
GOBP_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.33431	-1.3670962	0.055238094	0.25621036	1	61	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	5072	tags=44%, list=28%, signal=61%		negative	FALSE	FALSE
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRIAL_MEMBRANE	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.39486954	-1.367423	0.058	0.25649816	1	29	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	3919	tags=38%, list=22%, signal=48%		negative	FALSE	FALSE
GOBP_DNA_BIOSYNTHETIC_PROCESS	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.2914114	-1.3666328	0.027522936	0.25650412	1	142	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2999	tags=27%, list=17%, signal=33%		negative	FALSE	FALSE
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_HOST	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.28680462	-1.3671324	0.01775148	0.25658417	1	152	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	5322	tags=40%, list=29%, signal=56%		negative	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_GLUCONEOGENESIS	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.44515696	-1.3651235	0.09775967	0.25671998	1	19	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2252	tags=32%, list=12%, signal=36%		negative	FALSE	FALSE
GOBP_SNARE_COMPLEX_ASSEMBLY	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.5250375	1.6643517	0.0060728746	0.25673753	1	22	GSEA_ERpositive_vs_ERnegative_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	3804	tags=50%, list=21%, signal=63%		positive	FALSE	FALSE
GOBP_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.32763314	-1.3652464	0.047058824	0.25696635	1	64	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	3726	tags=31%, list=21%, signal=39%		negative	FALSE	FALSE
GOBP_FATTY_ACID_BETA_OXIDATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.40747973	1.6838825	0.001980198	0.25746766	1	68	GSEA_ERpositive_vs_ERnegative_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	4791	tags=43%, list=26%, signal=58%		positive	FALSE	FALSE
GOBP_SMOOTHENED_SIGNALING_PATHWAY	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.3505307	1.6514833	0	0.2575313	1	140	GSEA_ERpositive_vs_ERnegative_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	4013	tags=35%, list=22%, signal=45%		positive	FALSE	FALSE
GOBP_VESICLE_TARGETING	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.40774038	1.6385638	0.005882353	0.25772202	1	58	GSEA_ERpositive_vs_ERnegative_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	4434	tags=41%, list=24%, signal=55%		positive	FALSE	FALSE
GOBP_VESICLE_FUSION_TO_PLASMA_MEMBRANE	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.47155955	1.6402974	0.0060362173	0.2582667	1	31	GSEA_ERpositive_vs_ERnegative_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	3943	tags=48%, list=22%, signal=62%		positive	FALSE	FALSE
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.33014682	-1.3631575	0.04761905	0.25947225	1	67	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	7000	tags=61%, list=39%, signal=99%		negative	FALSE	FALSE
GOBP_SOMATIC_STEM_CELL_POPULATION_MAINTENANCE	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.34701055	-1.3628527	0.05186722	0.25951117	1	51	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	4668	tags=39%, list=26%, signal=53%		negative	FALSE	FALSE
GOBP_MACROPHAGE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.41244754	-1.3625427	0.09486166	0.25953484	1	23	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	4068	tags=39%, list=22%, signal=50%		negative	FALSE	FALSE
GOBP_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.2805584	-1.3621914	0.026369167	0.2596835	1	176	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	4464	tags=36%, list=25%, signal=48%		negative	FALSE	FALSE
GOBP_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.47465038	1.6681502	0.009823183	0.26066345	1	29	GSEA_ERpositive_vs_ERnegative_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	2953	tags=38%, list=16%, signal=45%		positive	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEPOLYMERIZATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.45680702	-1.3612119	0.11632653	0.26082832	1	17	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	5599	tags=59%, list=31%, signal=85%		negative	FALSE	FALSE
GOBP_INNER_EAR_RECEPTOR_CELL_STEREOCILIUM_ORGANIZATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.4807814	1.6517901	0.006423983	0.2622529	1	30	GSEA_ERpositive_vs_ERnegative_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	4886	tags=50%, list=27%, signal=68%		positive	FALSE	FALSE
GOBP_DNA_TEMPLATED_TRANSCRIPTION_INITIATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.26833403	-1.3590078	0.016632017	0.2635588	1	233	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	4068	tags=29%, list=22%, signal=37%		negative	FALSE	FALSE
GOBP_VIRAL_GENOME_REPLICATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.30351043	-1.3591114	0.03448276	0.2638299	1	104	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	4630	tags=36%, list=26%, signal=48%		negative	FALSE	FALSE
GOBP_NON_MOTILE_CILIUM_ASSEMBLY	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.41702184	1.6689858	0.007952286	0.26458535	1	56	GSEA_ERpositive_vs_ERnegative_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	3843	tags=38%, list=21%, signal=47%		positive	FALSE	FALSE
GOBP_NUCLEAR_BODY_ORGANIZATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.4616663	-1.357896	0.10019268	0.2650422	1	16	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	4606	tags=50%, list=25%, signal=67%		negative	FALSE	FALSE
GOBP_DIOL_BIOSYNTHETIC_PROCESS	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.5265938	1.6717489	0.014344262	0.265071	1	20	GSEA_ERpositive_vs_ERnegative_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	1874	tags=35%, list=10%, signal=39%		positive	FALSE	FALSE
GOBP_CARDIAC_ATRIUM_MORPHOGENESIS	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.40260485	-1.3565395	0.10211946	0.2650713	1	27	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2372	tags=26%, list=13%, signal=30%		negative	FALSE	FALSE
GOBP_NEGATIVE_REGULATION_OF_B_CELL_ACTIVATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.38119835	-1.3562592	0.09861933	0.2651764	1	33	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	6276	tags=58%, list=35%, signal=88%		negative	FALSE	FALSE
GOBP_CYTOPLASMIC_TRANSLATIONAL_INITIATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.34856075	-1.3559157	0.0661157	0.26526415	1	47	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	5266	tags=43%, list=29%, signal=60%		negative	FALSE	FALSE
GOBP_CELL_DIFFERENTIATION_INVOLVED_IN_EMBRYONIC_PLACENTA_DEVELOPMENT	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.4141626	-1.3569843	0.104417674	0.26526722	1	24	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	5091	tags=50%, list=28%, signal=69%		negative	FALSE	FALSE
GOBP_RESPONSE_TO_NICOTINE	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.3481586	-1.3565778	0.057939913	0.26545832	1	47	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	4433	tags=38%, list=24%, signal=51%		negative	FALSE	FALSE
GOBP_MONOSACCHARIDE_CATABOLIC_PROCESS	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.33858645	-1.3570641	0.06130268	0.2655535	1	54	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	5028	tags=44%, list=28%, signal=61%		negative	FALSE	FALSE
GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.285872	-1.3573107	0.018181818	0.2656127	1	152	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	3393	tags=29%, list=19%, signal=35%		negative	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_MRNA_PROCESSING	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.39841193	-1.3544787	0.09962406	0.26630703	1	26	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	3781	tags=31%, list=21%, signal=39%		negative	FALSE	FALSE
GOBP_PURINE_CONTAINING_COMPOUND_TRANSMEMBRANE_TRANSPORT	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.37598315	-1.3546793	0.075630255	0.2663807	1	34	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2195	tags=26%, list=12%, signal=30%		negative	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.32886305	-1.35469	0.05102041	0.26680285	1	66	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	5544	tags=47%, list=31%, signal=67%		negative	FALSE	FALSE
GOBP_REGULATION_OF_CELL_DIVISION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.2777539	-1.3538687	0.029978586	0.2668907	1	169	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	4462	tags=36%, list=25%, signal=47%		negative	FALSE	FALSE
GOBP_TRANSCYTOSIS	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.548343	1.6520896	0.017681729	0.26695555	1	19	GSEA_ERpositive_vs_ERnegative_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	1951	tags=37%, list=11%, signal=41%		positive	FALSE	FALSE
GOBP_REGULATION_OF_METAPHASE_PLATE_CONGRESSION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.476548	-1.3526698	0.15187377	0.26725277	1	15	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	1852	tags=40%, list=10%, signal=45%		negative	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.43110108	-1.3530061	0.11741683	0.26750576	1	19	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	5346	tags=58%, list=29%, signal=82%		negative	FALSE	FALSE
GOBP_NUCLEOSIDE_PHOSPHATE_CATABOLIC_PROCESS	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.2791336	-1.3526986	0.021008404	0.26762503	1	178	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	3709	tags=30%, list=20%, signal=37%		negative	FALSE	FALSE
GOBP_NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.33394092	-1.3531177	0.06037736	0.26775956	1	61	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	1629	tags=18%, list=9%, signal=20%		negative	FALSE	FALSE
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.2606993	-1.3485388	0.006423983	0.26809058	1	308	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	4156	tags=32%, list=23%, signal=41%		negative	FALSE	FALSE
GOBP_TRANSCRIPTION_INITIATION_AT_RNA_POLYMERASE_III_PROMOTER	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.40598437	-1.3489372	0.09484536	0.2682719	1	27	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	1673	tags=26%, list=9%, signal=29%		negative	FALSE	FALSE
GOBP_REGULATION_OF_PLATELET_AGGREGATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.389198	-1.3494414	0.09543569	0.26832482	1	29	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	4175	tags=45%, list=23%, signal=58%		negative	FALSE	FALSE
GOBP_POSITIVE_REGULATION_OF_DNA_RECOMBINATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.32558137	-1.3480792	0.05487805	0.26841405	1	63	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	3350	tags=30%, list=18%, signal=37%		negative	FALSE	FALSE
GOBP_OXIDATIVE_PHOSPHORYLATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.3003873	-1.3485596	0.043209877	0.2684769	1	104	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	5414	tags=41%, list=30%, signal=59%		negative	FALSE	FALSE
GOBP_EXIT_FROM_MITOSIS	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.38693556	-1.3498027	0.09883721	0.26858297	1	29	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	1449	tags=24%, list=8%, signal=26%		negative	FALSE	FALSE
GOBP_POST_TRANSLATIONAL_PROTEIN_TARGETING_TO_ENDOPLASMIC_RETICULUM_MEMBRANE	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.4386622	-1.3489798	0.09090909	0.26861605	1	18	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	5602	tags=67%, list=31%, signal=96%		negative	FALSE	FALSE
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.30207893	-1.3495417	0.040733196	0.26861748	1	99	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	6958	tags=64%, list=38%, signal=103%		negative	FALSE	FALSE
GOBP_PODOSOME_ASSEMBLY	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.44427037	-1.350041	0.11776859	0.26864156	1	18	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2693	tags=44%, list=15%, signal=52%		negative	FALSE	FALSE
