sample	correlation	sample_ordered	median_r	n_shared_samples	n_shared_features	n_features_used
TCGA-A8-A08H-01	0.0388049126121871	TCGA-A8-A08H-01	0.233779438951853	637	149	146
TCGA-BH-A1FB-01	0.0351117626314005	TCGA-BH-A1FB-01	0.233779438951853	637	149	146
TCGA-AO-A0JI-01	0.0347937675108099	TCGA-AO-A0JI-01	0.233779438951853	637	149	146
TCGA-BH-A0B4-01	0.0342899093547534	TCGA-BH-A0B4-01	0.233779438951853	637	149	146
TCGA-A7-A26E-01	0.0326019136342838	TCGA-A7-A26E-01	0.233779438951853	637	149	146
TCGA-AR-A1AL-01	0.0316170992925473	TCGA-AR-A1AL-01	0.233779438951853	637	149	146
TCGA-E2-A15M-01	0.031294284364667	TCGA-E2-A15M-01	0.233779438951853	637	149	146
TCGA-A8-A06N-01	0.0296922036807376	TCGA-A8-A06N-01	0.233779438951853	637	149	146
TCGA-AR-A1AO-01	0.0295445889865804	TCGA-AR-A1AO-01	0.233779438951853	637	149	146
TCGA-AR-A1AU-01	0.0269643106682751	TCGA-AR-A1AU-01	0.233779438951853	637	149	146
TCGA-C8-A274-01	0.0268628463605686	TCGA-C8-A274-01	0.233779438951853	637	149	146
TCGA-A2-A0EX-01	0.0264899489154877	TCGA-A2-A0EX-01	0.233779438951853	637	149	146
TCGA-GM-A2DK-01	0.0226328724236299	TCGA-GM-A2DK-01	0.233779438951853	637	149	146
TCGA-BH-A0E9-01	0.0181034660914374	TCGA-BH-A0E9-01	0.233779438951853	637	149	146
TCGA-A2-A1G6-01	0.0168595772044048	TCGA-A2-A1G6-01	0.233779438951853	637	149	146
TCGA-A2-A04N-01	0.0112600488703102	TCGA-A2-A04N-01	0.233779438951853	637	149	146
TCGA-D8-A27V-01	0.00946467325777671	TCGA-D8-A27V-01	0.233779438951853	637	149	146
TCGA-A2-A0YL-01	0.0089966235599	TCGA-A2-A0YL-01	0.233779438951853	637	149	146
TCGA-AN-A0XN-01	0.0076838293182176	TCGA-AN-A0XN-01	0.233779438951853	637	149	146
TCGA-BH-A1EY-01	0.00628165569654655	TCGA-BH-A1EY-01	0.233779438951853	637	149	146
TCGA-EW-A1PG-01	0.00621132989979933	TCGA-EW-A1PG-01	0.233779438951853	637	149	146
TCGA-A8-A0A4-01	0.00449929145016533	TCGA-A8-A0A4-01	0.233779438951853	637	149	146
TCGA-BH-A0BT-01	0.000511730436151787	TCGA-BH-A0BT-01	0.233779438951853	637	149	146
TCGA-A2-A1G1-01	2.81328150197222e-05	TCGA-A2-A1G1-01	0.233779438951853	637	149	146
TCGA-B6-A0RQ-01	-0.00176941161651973	TCGA-B6-A0RQ-01	0.233779438951853	637	149	146
TCGA-E2-A15F-01	-0.00328688395528263	TCGA-E2-A15F-01	0.233779438951853	637	149	146
TCGA-A2-A0EW-01	-0.00358999289481268	TCGA-A2-A0EW-01	0.233779438951853	637	149	146
TCGA-EW-A1IZ-01	-0.00475042676475881	TCGA-EW-A1IZ-01	0.233779438951853	637	149	146
TCGA-AO-A0J8-01	-0.0055345614863801	TCGA-AO-A0J8-01	0.233779438951853	637	149	146
TCGA-AO-A0JB-01	-0.0073590990368935	TCGA-AO-A0JB-01	0.233779438951853	637	149	146
TCGA-A2-A25A-01	-0.012595450526485	TCGA-A2-A25A-01	0.233779438951853	637	149	146
TCGA-E2-A14X-01	-0.0128247520075579	TCGA-E2-A14X-01	0.233779438951853	637	149	146
TCGA-BH-A18L-01	-0.0137891942001413	TCGA-BH-A18L-01	0.233779438951853	637	149	146
TCGA-BH-A18H-01	-0.0260943672145979	TCGA-BH-A18H-01	0.233779438951853	637	149	146
TCGA-D8-A1XR-01	-0.0302628406076682	TCGA-D8-A1XR-01	0.233779438951853	637	149	146
TCGA-BH-A1FL-01	-0.0335041732017021	TCGA-BH-A1FL-01	0.233779438951853	637	149	146
TCGA-AR-A24T-01	-0.0397858288982486	TCGA-AR-A24T-01	0.233779438951853	637	149	146
TCGA-A8-A084-01	-0.0406156510785703	TCGA-A8-A084-01	0.233779438951853	637	149	146
TCGA-A8-A07E-01	-0.0409463076680838	TCGA-A8-A07E-01	0.233779438951853	637	149	146
TCGA-E2-A1B5-01	-0.0414620560976557	TCGA-E2-A1B5-01	0.233779438951853	637	149	146
TCGA-B6-A0RN-01	-0.0424244631007754	TCGA-B6-A0RN-01	0.233779438951853	637	149	146
TCGA-BH-A0HN-01	-0.0428850209465459	TCGA-BH-A0HN-01	0.233779438951853	637	149	146
TCGA-B6-A0RV-01	-0.0439675719721604	TCGA-B6-A0RV-01	0.233779438951853	637	149	146
TCGA-A8-A09K-01	-0.0446288425335228	TCGA-A8-A09K-01	0.233779438951853	637	149	146
TCGA-GM-A2DN-01	-0.0446950051191902	TCGA-GM-A2DN-01	0.233779438951853	637	149	146
TCGA-A2-A04Q-01	-0.0449930030566984	TCGA-A2-A04Q-01	0.233779438951853	637	149	146
TCGA-BH-A0H6-01	-0.0457447646039994	TCGA-BH-A0H6-01	0.233779438951853	637	149	146
TCGA-C8-A12N-01	-0.0486538031942087	TCGA-C8-A12N-01	0.233779438951853	637	149	146
TCGA-AR-A24X-01	-0.0488466048213863	TCGA-AR-A24X-01	0.233779438951853	637	149	146
TCGA-A2-A0T4-01	-0.0507971685533711	TCGA-A2-A0T4-01	0.233779438951853	637	149	146
TCGA-A2-A0CZ-01	-0.0508207869044362	TCGA-A2-A0CZ-01	0.233779438951853	637	149	146
TCGA-A2-A0YK-01	-0.0545898820952497	TCGA-A2-A0YK-01	0.233779438951853	637	149	146
TCGA-AQ-A1H3-01	-0.0600374367388744	TCGA-AQ-A1H3-01	0.233779438951853	637	149	146
TCGA-E2-A15I-01	-0.0619443774616188	TCGA-E2-A15I-01	0.233779438951853	637	149	146
TCGA-EW-A1J2-01	-0.0657423697275166	TCGA-EW-A1J2-01	0.233779438951853	637	149	146
TCGA-AR-A255-01	-0.0685997910135841	TCGA-AR-A255-01	0.233779438951853	637	149	146
TCGA-BH-A1FH-01	-0.0689355134948613	TCGA-BH-A1FH-01	0.233779438951853	637	149	146
TCGA-BH-A0BA-01	-0.0690599905526689	TCGA-BH-A0BA-01	0.233779438951853	637	149	146
TCGA-D8-A27I-01	-0.0722189456424141	TCGA-D8-A27I-01	0.233779438951853	637	149	146
TCGA-E2-A108-01	-0.0760982522437411	TCGA-E2-A108-01	0.233779438951853	637	149	146
TCGA-A8-A076-01	-0.0789757518501023	TCGA-A8-A076-01	0.233779438951853	637	149	146
TCGA-E2-A1LG-01	-0.0852624387107146	TCGA-E2-A1LG-01	0.233779438951853	637	149	146
TCGA-EW-A1PD-01	-0.0860824814777107	TCGA-EW-A1PD-01	0.233779438951853	637	149	146
TCGA-BH-A0E1-01	-0.0862501968193985	TCGA-BH-A0E1-01	0.233779438951853	637	149	146
TCGA-BH-A0GY-01	-0.0883642110775823	TCGA-BH-A0GY-01	0.233779438951853	637	149	146
TCGA-E2-A10C-01	-0.0945619730770938	TCGA-E2-A10C-01	0.233779438951853	637	149	146
TCGA-A2-A0EU-01	-0.0960755157411855	TCGA-A2-A0EU-01	0.233779438951853	637	149	146
TCGA-EW-A1P3-01	-0.100148802496637	TCGA-EW-A1P3-01	0.233779438951853	637	149	146
TCGA-BH-A1FE-01	-0.112016718913271	TCGA-BH-A1FE-01	0.233779438951853	637	149	146
TCGA-BH-A18J-01	-0.115013496903591	TCGA-BH-A18J-01	0.233779438951853	637	149	146
TCGA-AO-A0JM-01	-0.117678549989501	TCGA-AO-A0JM-01	0.233779438951853	637	149	146
TCGA-D8-A1JB-01	-0.119532191945985	TCGA-D8-A1JB-01	0.233779438951853	637	149	146
TCGA-A2-A0ER-01	-0.124960636120296	TCGA-A2-A0ER-01	0.233779438951853	637	149	146
TCGA-EW-A1P4-01	-0.128215304452384	TCGA-EW-A1P4-01	0.233779438951853	637	149	146
TCGA-BH-A0RX-01	-0.128806487167375	TCGA-BH-A0RX-01	0.233779438951853	637	149	146
TCGA-A2-A0T3-01	-0.137624131656628	TCGA-A2-A0T3-01	0.233779438951853	637	149	146
TCGA-BH-A0HY-01	-0.138293182176035	TCGA-BH-A0HY-01	0.233779438951853	637	149	146
TCGA-E2-A1IU-01	-0.144992363957881	TCGA-E2-A1IU-01	0.233779438951853	637	149	146
TCGA-BH-A18U-01	-0.145302063948724	TCGA-BH-A18U-01	0.233779438951853	637	149	146
TCGA-B6-A0IK-01	-0.150378337206422	TCGA-B6-A0IK-01	0.233779438951853	637	149	146
TCGA-A2-A0YC-01	-0.15659557214971	TCGA-A2-A0YC-01	0.233779438951853	637	149	146
TCGA-AR-A0TZ-01	-0.163763741697983	TCGA-AR-A0TZ-01	0.233779438951853	637	149	146
TCGA-A2-A1FZ-01	-0.174061745500596	TCGA-A2-A1FZ-01	0.233779438951853	637	149	146
TCGA-AQ-A04L-01	-0.175157627890996	TCGA-AQ-A04L-01	0.233779438951853	637	149	146
TCGA-AO-A1KP-01	-0.177220480668757	TCGA-AO-A1KP-01	0.233779438951853	637	149	146
TCGA-A8-A095-01	-0.178369723635856	TCGA-A8-A095-01	0.233779438951853	637	149	146
TCGA-C8-A26W-01	-0.17915780399274	TCGA-C8-A26W-01	0.233779438951853	637	149	146
TCGA-AR-A1AX-01	-0.188978113682885	TCGA-AR-A1AX-01	0.233779438951853	637	149	146
TCGA-BH-A0C1-01	-0.200862266633567	TCGA-BH-A0C1-01	0.233779438951853	637	149	146
TCGA-EW-A1IX-01	-0.206020416365244	TCGA-EW-A1IX-01	0.233779438951853	637	149	146
TCGA-BH-A0B5-01	-0.208754526846166	TCGA-BH-A0B5-01	0.233779438951853	637	149	146
TCGA-A2-A0YF-01	-0.212899752893105	TCGA-A2-A0YF-01	0.233779438951853	637	149	146
TCGA-BH-A0H7-01	-0.215670760510156	TCGA-BH-A0H7-01	0.233779438951853	637	149	146
TCGA-BH-A0DP-01	-0.217722047162379	TCGA-BH-A0DP-01	0.233779438951853	637	149	146
TCGA-A2-A259-01	-0.230687073674935	TCGA-A2-A259-01	0.233779438951853	637	149	146
TCGA-AR-A0U2-01	-0.246717052432688	TCGA-AR-A0U2-01	0.233779438951853	637	149	146
TCGA-D8-A1X5-01	-0.30198366488206	TCGA-D8-A1X5-01	0.233779438951853	637	149	146
