gene	logFC_x	padj_x	logFC_y	padj_y	category
KAT2A	0.0737348869203149	0.252290135880352	-0.0947318402175746	0.0544660093823078	not_significant
KDR	0.115403101906512	0.118550385013056	0.42336131212379	5.39668737209237e-11	only_y
KIT	-0.972407632530507	7.91229231803109e-10	-0.456592298781395	3.33674755724982e-07	only_y
LCK	-1.10621723384678	7.79030976072872e-14	-0.28470155462594	5.9499261944987e-09	concordant
MAP2K1	-0.175088017178082	4.33370328193395e-06	0.0756140477346607	0.0498129853116001	not_significant
MAPK1	-0.0827527974790545	0.0362787603901626	0.046616451871202	0.33387871455704	not_significant
MAPK9	0.488627393822206	1.17133418119022e-24	0.335202468227647	4.16255674539006e-23	only_y
MET	-1.67064009611542	1.74700738887163e-32	0.0368455756437559	0.150373335489389	only_x
MS4A1	-1.02664402346183	1.50295333222301e-05	0.0267591460105207	0.347967831873094	only_x
MSH2	-0.621429036336089	2.04470575446241e-36	-0.320101456537091	6.0379060947662e-14	only_y
MSH6	-0.492026836092537	6.60604489583716e-26	-0.584781675184533	3.05876073577766e-22	only_y
MTOR	-0.057758991996586	0.163708062531364	0.116019524359169	0.0250915030265605	not_significant
MYC	-0.527835866665434	9.08700651187992e-07	-0.119445718551881	0.00129746365001899	not_significant
MYH11	0.984970356668121	3.4139866108838e-09	0.70496792542934	6.51787371772585e-05	only_y
MYH9	-0.264093830580293	2.42238067007334e-07	-0.143114534247162	0.000123841211541243	not_significant
NF2	-0.388970943213817	2.7084557851531e-15	-0.0443023629250234	0.150373335489389	not_significant
NOTCH1	-0.809483732884669	1.52260229164258e-31	-0.194083575073424	1.62091293751764e-14	not_significant
NRAS	-0.204586764145418	0.00147643754784369	0.00716910901669787	0.780778753709177	not_significant
PARK7	0.156219610704683	0.000509032575960694	0.329139237209242	4.56979076520642e-17	only_y
PARP1	-0.175472985433954	0.000495534744384847	-0.608711099758445	2.1978105854809e-09	only_y
PCNA	-0.447674858476093	4.41989828139712e-15	-0.0630659371470872	0.187148326307548	not_significant
PDCD4	0.737450171501898	2.20715151973664e-14	-0.29138392672333	0.00755300988199269	only_y
PDPK1	0.512005468539403	3.99924113696535e-25	0.232370748855167	4.09865547452284e-21	only_y
PEA15	-0.109526382472417	0.0238369752904156	0.130605636192772	3.23060877602456e-06	not_significant
PECAM1	0.0879219708307186	0.227171244976051	-0.189805009598775	8.59538296095521e-05	not_significant
PGR	4.64982612219857	3.66472209933232e-68	2.08684621499903	3.59816746065993e-30	concordant
PIK3CA	-0.22251303693101	5.06947284622926e-05	0.0560566963722326	0.0286333069080038	not_significant
PIK3R1	0.126334938975072	0.145192189705209	0.0984555954333222	0.00484898136921773	not_significant
PRDX1	-0.331860997964297	3.41468187906688e-09	-0.760980948916667	0.138623191672306	not_significant
PREX1	1.99022833266715	2.0654846112569e-67	0.898135872799324	1.37079570611988e-29	concordant
PRKCA	-1.0069456362301	2.92788066752277e-22	-0.077685933803353	0.00786507167988889	only_x
PTEN	0.501844089459841	4.6195732894853e-19	0.187849058061069	1.02042625146195e-05	not_significant
PXN	0.128211134143275	0.0123321336041019	0.068838654805191	0.064366468489531	not_significant
RAB25	-0.0191580512925373	0.783174163383633	0.0330172443783429	0.494451681300435	not_significant
RAD50	0.693215873915912	1.93491641279381e-41	0.145487682938503	6.86813111971922e-09	not_significant
RAD51	-0.843124410898036	3.84456061715099e-21	-0.117215857899187	0.00492701723894969	not_significant
RAF1	-0.150442239656432	2.03910413216093e-06	-0.0384751324304176	0.158127347666914	not_significant
RB1	0.693965491406324	3.56321420514552e-25	0.10548570467675	0.00100108292952548	not_significant
RBM15	-0.378395741733979	1.91331795225458e-19	-0.444896697285624	7.68572976395499e-10	only_y
RICTOR	0.337795466587348	2.20149338726732e-09	0.152460400495897	0.00488618043591155	not_significant
RPS6	-0.348396143299336	1.01754406491922e-07	-0.340018282705776	1.7706872958708e-11	only_y
RPS6KA1	-0.352021089617875	2.77777781876209e-09	-0.112116878329226	0.00124574961192692	not_significant
RPS6KB1	0.381533396852547	6.10259484349124e-10	0.179254284109617	0.00153415718629601	not_significant
RPTOR	0.129937797339618	0.010061467743886	0.142409749270754	1.21364572370377e-05	not_significant
SCD	0.481460105596778	0.000218651866290096	-0.389026849652115	0.00455575414760377	only_y
SERPINE1	0.304100646966424	0.00646965159285358	-0.209592858894092	0.0497037344580854	only_y
SETD2	0.195411333996409	2.58713902737841e-07	-0.0629391403062508	0.0299020668172842	not_significant
SMAD1	0.15212070757304	0.00162630687131931	0.0668475183632981	0.0118890296295278	not_significant
SMAD3	0.655648634027079	1.90521524698797e-23	0.190617613516169	3.00344582936869e-16	not_significant
SMAD4	0.0859140687308848	0.068411749092299	0.0574954222176868	0.0868036530014493	not_significant
SNAI1	-0.953085679361231	2.17399914880118e-29	-0.161977516636628	1.22590362627385e-09	not_significant
SRC	-0.336989770308334	1.24847862865513e-07	-0.0502613840954022	0.119591538744293	not_significant
STAT5A	-0.17938515323622	0.0238434666745158	-0.11577900408197	0.117468910710512	not_significant
STK11	0.195889630875914	9.88835547988116e-05	0.0399147206094499	0.0355901903375816	not_significant
STMN1	-1.19750783889049	2.32710297571074e-49	-0.173064626346841	1.68474719628099e-08	only_x
SYK	-0.479278244824732	5.61051835217594e-08	-0.488758217087987	4.58666935709281e-15	only_y
TFRC	-0.569485730486434	2.40902987330603e-10	-0.129181155293655	0.0278945267318892	not_significant
TP53	0.160825600721333	0.0420092854428472	-0.430669436807484	1.33182257589073e-15	only_y
TP53BP1	0.489707138010216	1.12349697126886e-21	0.406205551043245	7.88292548860356e-06	only_y
TSC1	0.276099319569795	6.62028945020075e-11	-0.474345196386428	2.51987875497233e-11	only_y
TSC2	0.308817371420078	1.401387613399e-13	0.262858233480237	4.48943066094658e-05	only_y
WWTR1	-0.993144669498697	4.79812060111675e-31	-0.075353170291402	0.0324954077688308	not_significant
XBP1	2.30565063162884	1.22365605874978e-104	-0.0323282451456632	0.336774523995265	only_x
XRCC1	0.13547520426849	0.00255698995570129	0.167626555064454	0.000243074373606157	not_significant
XRCC5	-0.00601167792970969	0.862633104469057	-0.0874996777452349	0.0257353030827748	not_significant
YAP1	-0.313953995668303	3.94292442965004e-06	-0.065193080294863	0.134918579853208	not_significant
YBX1	-1.15877894291638	5.15606067279238e-79	-0.0274135708778276	0.474536041572414	only_x
YWHAB	0.188221852777952	4.78491351022069e-07	0.0281845025723665	0.257968439443335	not_significant
YWHAE	-0.132354084905037	0.00165015587592437	0.0335482169383817	0.145797050929249	not_significant
YWHAZ	-0.362356236812012	1.65418862491524e-09	-0.00587286610813145	0.902641945755533	not_significant
